,location,total_sqft,bath,price,bhk
7002,Vidyaranyapura,1200.0,4.0,90.0,4
7004,Vidyaranyapura,1060.0,2.0,55.0,2
7005,Vidyaranyapura,1100.0,2.0,54.0,2
7006,Vidyaranyapura,1440.0,2.0,70.0,3
7007,Vidyaranyapura,1100.0,2.0,54.0,2
7008,Vidyaranyapura,1000.0,2.0,35.0,2
7010,Vidyaranyapura,1120.0,2.0,70.0,2
7011,Vidyaranyapura,945.0,2.0,40.0,2
7012,Vidyaranyapura,1100.0,2.0,54.0,2
7013,Vidyaranyapura,1200.0,2.0,65.0,3
7014,Vidyaranyapura,1200.0,2.0,52.0,2
7015,Vidyaranyapura,1050.0,2.0,50.0,2
7016,Vidyaranyapura,1188.0,2.0,50.0,2
7017,Vidyaranyapura,1100.0,2.0,75.0,3
7018,Vidyaranyapura,1100.0,2.0,72.0,3
7019,Vidyaranyapura,2400.0,5.0,135.0,4
7020,Vidyaranyapura,1100.0,2.0,41.0,2
7021,Vidyaranyapura,1200.0,2.0,60.5,2
7022,Vidyaranyapura,1200.0,2.0,42.0,2
7023,Vijayanagar,1704.0,3.0,110.0,3
7024,Vijayanagar,1933.0,3.0,129.0,3
7026,Vijayanagar,1450.0,3.0,100.0,3
7027,Vijayanagar,1580.0,2.0,134.0,3
7028,Vijayanagar,1826.0,3.0,121.0,3
7029,Vijayanagar,1739.0,3.0,116.0,3
7030,Vijayanagar,1490.0,3.0,100.0,3
7031,Vijayanagar,1180.0,2.0,65.0,2
7032,Vijayanagar,606.0,1.0,34.78,1
7033,Vijayanagar,1352.0,2.0,68.0,2
7034,Vijayanagar,1527.0,3.0,115.0,3
7035,Vijayanagar,989.0,2.0,60.0,2
7036,Vijayanagar,1520.0,2.0,103.0,3
7037,Vijayanagar,1749.0,3.0,117.0,3
7038,Vijayanagar,1046.0,2.0,75.0,2
7039,Vijayanagar,606.0,1.0,40.0,1
7040,Vijayanagar,1200.0,2.0,62.0,2
7043,Vijayanagar,1760.0,3.0,140.0,3
7044,Vijayanagar,2047.0,3.0,136.0,3
7045,Vijayanagar,1200.0,2.0,75.0,3
7046,Vijayanagar,1178.0,2.0,82.0,2
7047,Vijayanagar,864.0,2.0,45.0,2
7048,Vijayanagar,2100.0,6.0,252.0,4
7049,Vijayanagar,920.0,2.0,60.0,2
7050,Vijayanagar,1019.0,2.0,58.0,2
7051,Vijayanagar,2400.0,6.0,125.0,5
7052,Vijayanagar,1180.0,2.0,86.0,2
7053,Vijayanagar,1046.0,2.0,49.06,2
7054,Vijayanagar,2400.0,2.0,230.0,1
7055,Vijayanagar,492.0,1.0,40.0,1
7057,Vishveshwarya Layout,750.0,1.0,30.0,1
7058,Vishveshwarya Layout,2000.0,4.0,75.0,4
7059,Vishveshwarya Layout,2100.0,6.0,92.0,6
7060,Vishveshwarya Layout,2000.0,3.0,90.0,4
7061,Vishwapriya Layout,820.0,2.0,30.0,2
7062,Vishwapriya Layout,770.0,2.0,30.0,2
7063,Vishwapriya Layout,910.0,2.0,36.0,2
7064,Vishwapriya Layout,890.0,2.0,37.0,2
7065,Vittasandra,1404.0,2.0,71.0,2
7066,Vittasandra,1246.0,2.0,67.0,2
7067,Vittasandra,1404.0,2.0,69.3,2
7068,Vittasandra,1246.0,2.0,67.3,2
7069,Vittasandra,1246.0,2.0,64.5,2
7070,Vittasandra,1246.0,2.0,64.5,2
7071,Vittasandra,1246.0,2.0,68.0,2
7073,Vittasandra,1238.0,2.0,67.0,2
7074,Vittasandra,1404.0,2.0,75.0,2
7075,Vittasandra,1246.0,2.0,65.0,2
7076,Vittasandra,1238.0,2.0,67.0,2
7077,Vittasandra,1246.0,2.0,67.4,2
7078,Vittasandra,1259.0,2.0,67.4,2
7079,Vittasandra,1404.0,2.0,68.8,2
7080,Vittasandra,1246.0,2.0,62.3,2
7081,Vittasandra,1246.0,2.0,63.0,2
7082,Vittasandra,1246.0,2.0,67.4,2
7083,Vittasandra,1246.0,2.0,65.4,2
7085,Vittasandra,1238.0,2.0,67.32,2
7086,Vittasandra,1246.0,2.0,67.4,2
7088,Vittasandra,1246.0,2.0,67.3,2
7089,Vittasandra,1404.0,2.0,70.0,2
7090,Vittasandra,1259.0,2.0,67.48,2
7091,Vittasandra,1404.0,2.0,75.0,2
7093,Vittasandra,1246.0,2.0,67.0,2
7096,Vittasandra,1404.0,2.0,72.0,2
7097,Vittasandra,1246.0,2.0,67.5,2
7098,Vittasandra,1246.0,2.0,67.5,2
7099,Vittasandra,1404.0,2.0,70.0,2
7100,Vittasandra,1246.0,2.0,65.0,2
7101,Vittasandra,1246.0,2.0,67.4,2
7105,Whitefield,1610.0,3.0,81.0,3
7106,Whitefield,1459.0,2.0,94.82,2
7113,Whitefield,1910.0,3.0,161.0,3
7114,Whitefield,3252.0,4.0,230.0,4
7115,Whitefield,11890.0,4.0,700.0,4
7119,Whitefield,1768.0,3.0,101.0,3
7121,Whitefield,4144.0,4.0,315.0,4
7122,Whitefield,4104.0,4.0,360.0,4
7123,Whitefield,1790.0,3.0,100.0,3
7124,Whitefield,1720.0,3.0,100.0,3
7126,Whitefield,1640.0,4.0,91.0,3
7129,Whitefield,2280.0,4.0,126.0,3
7133,Whitefield,1897.0,3.0,130.0,3
7134,Whitefield,2225.0,2.0,125.0,3
7137,Whitefield,2268.0,3.0,163.0,4
7140,Whitefield,2400.0,4.0,200.0,4
7142,Whitefield,1360.0,2.0,95.0,2
7144,Whitefield,1697.0,3.0,94.79,3
7145,Whitefield,5000.0,4.0,400.0,4
7146,Whitefield,3000.0,5.0,250.0,4
7147,Whitefield,1700.0,3.0,115.0,3
7150,Whitefield,2842.0,3.0,162.0,3
7154,Whitefield,1500.0,3.0,130.0,3
7157,Whitefield,1405.0,2.0,78.0,3
7158,Whitefield,2225.0,3.0,115.0,3
7159,Whitefield,1272.0,2.0,95.05,2
7166,Whitefield,1626.0,3.0,89.0,3
7167,Whitefield,1585.0,3.0,88.0,3
7169,Whitefield,1280.0,2.0,85.0,2
7170,Whitefield,1200.0,3.0,68.5,3
7171,Whitefield,4000.0,4.0,330.0,4
7172,Whitefield,1697.0,3.0,108.0,3
7174,Whitefield,3606.0,4.0,312.0,4
7176,Whitefield,950.0,1.0,50.0,1
7178,Whitefield,825.0,1.0,45.0,1
7181,Whitefield,1635.0,2.0,85.0,3
7182,Whitefield,1216.0,2.0,79.0,2
7187,Whitefield,920.0,2.0,63.0,2
7190,Whitefield,1118.0,2.0,75.0,2
7191,Whitefield,1800.0,3.0,110.0,3
7192,Whitefield,1562.0,3.0,103.0,3
7195,Whitefield,2321.0,4.0,128.0,3
7196,Whitefield,1320.0,2.0,95.0,2
7199,Whitefield,3010.0,3.0,200.0,3
7200,Whitefield,1346.0,2.0,96.17,2
7201,Whitefield,3850.0,5.0,316.0,3
7205,Whitefield,2500.0,4.0,155.0,4
7206,Whitefield,905.0,1.0,55.0,1
7208,Whitefield,2268.0,3.0,146.0,4
7211,Whitefield,3537.0,5.0,210.0,4
7213,Whitefield,1697.0,3.0,115.0,3
7217,Whitefield,3250.0,5.0,290.0,5
7222,Whitefield,3227.0,5.0,250.0,5
7223,Whitefield,1545.0,3.0,79.0,3
7226,Whitefield,3262.0,4.0,260.0,4
7228,Whitefield,1132.0,2.0,79.28,2
7231,Whitefield,2830.0,5.0,160.0,4
7234,Whitefield,3480.0,4.0,284.0,3
7236,Whitefield,3004.0,4.0,285.0,4
7240,Whitefield,750.0,2.0,52.7,2
7241,Whitefield,1200.0,3.0,61.96,3
7247,Whitefield,3445.0,5.0,270.0,4
7248,Whitefield,1700.0,3.0,140.0,3
7249,Whitefield,4827.0,4.0,400.0,4
7252,Whitefield,3252.0,4.0,280.0,4
7254,Whitefield,1150.0,2.0,90.0,2
7255,Whitefield,2400.0,4.0,147.0,4
7257,Whitefield,624.0,1.0,35.0,1
7260,Whitefield,1700.0,3.0,95.0,3
7261,Whitefield,4960.0,4.0,400.0,4
7262,Whitefield,2928.0,4.0,198.0,4
7264,Whitefield,2700.0,5.0,175.0,3
7265,Whitefield,1216.0,2.0,84.0,2
7266,Whitefield,2882.0,5.0,204.0,4
7267,Whitefield,1840.0,3.0,140.0,3
7268,Whitefield,1778.0,3.0,122.0,3
7270,Whitefield,650.0,1.0,25.0,1
7271,Whitefield,2155.0,3.0,125.0,4
7272,Whitefield,905.0,1.0,52.0,1
7277,Whitefield,1216.0,2.0,75.0,2
7279,Whitefield,1255.0,2.0,77.0,2
7284,Whitefield,1745.0,3.0,100.0,3
7285,Whitefield,3200.0,4.0,224.0,4
7287,Whitefield,825.0,1.0,44.9,1
7291,Whitefield,1870.0,3.0,138.0,3
7294,Whitefield,1862.0,3.0,125.0,3
7295,Whitefield,1655.0,3.0,113.0,3
7296,Whitefield,530.0,1.0,29.44,1
7298,Whitefield,905.0,1.0,50.0,1
7299,Whitefield,1600.0,3.0,82.0,3
7300,Whitefield,1230.0,4.0,80.0,4
7302,Whitefield,905.0,1.0,52.0,1
7306,Whitefield,1216.0,2.0,83.0,2
7312,Whitefield,1216.0,2.0,75.0,2
7313,Whitefield,4000.0,4.0,380.0,4
7322,Whitefield,750.0,1.0,51.0,1
7324,Whitefield,1173.0,2.0,77.0,2
7325,Whitefield,1200.0,3.0,68.4,3
7329,Whitefield,3425.0,5.0,250.0,4
7333,Whitefield,2173.0,3.0,128.0,3
7335,Whitefield,905.0,1.0,62.0,1
7336,Whitefield,1870.0,3.0,138.0,3
7337,Whitefield,1320.0,2.0,99.26,2
7338,Whitefield,2901.0,4.0,190.0,3
7339,Whitefield,1485.0,2.0,96.51,2
7340,Whitefield,1755.0,3.0,101.0,3
7342,Whitefield,2225.0,3.0,149.0,3
7343,Whitefield,1250.0,2.0,82.0,2
7344,Whitefield,605.0,1.0,40.0,1
7347,Whitefield,2210.0,3.0,156.0,3
7348,Whitefield,1173.0,2.0,78.2,2
7349,Whitefield,1740.0,4.0,130.0,3
7350,Whitefield,1216.0,2.0,75.0,2
7352,Whitefield,1655.0,3.0,120.0,3
7353,Whitefield,4003.0,6.0,300.0,4
7357,Whitefield,2023.0,4.0,130.0,3
7358,Whitefield,2134.0,4.0,118.0,3
7361,Whitefield,905.0,1.0,60.0,1
7367,Whitefield,1452.0,3.0,90.0,3
7368,Whitefield,2850.0,5.0,240.0,4
7371,Whitefield,2830.0,5.0,190.0,4
7373,Whitefield,840.0,1.0,57.6,1
7374,Whitefield,1991.0,3.0,104.0,3
7378,Whitefield,1655.0,3.0,97.0,3
7379,Whitefield,1850.0,3.0,150.0,3
7380,Whitefield,1200.0,3.0,67.77,3
7381,Whitefield,1290.0,2.0,90.0,2
7384,Whitefield,1216.0,2.0,75.0,2
7385,Whitefield,1356.0,2.0,94.84,2
7386,Whitefield,1338.0,2.0,103.0,2
7389,Whitefield,3450.0,4.0,208.0,3
7393,Whitefield,1267.0,2.0,90.33,2
7394,Whitefield,2400.0,4.0,143.0,4
7395,Whitefield,1836.0,3.0,125.0,3
7397,Whitefield,3596.0,3.0,200.0,3
7398,Whitefield,1275.0,2.0,65.0,3
7401,Whitefield,1216.0,2.0,82.0,2
7403,Whitefield,1564.0,3.0,103.0,3
7404,Whitefield,1585.0,3.0,84.0,3
7407,Whitefield,1558.0,3.0,90.0,3
7408,Whitefield,1216.0,2.0,75.0,2
7410,Whitefield,1704.0,3.0,120.0,3
7415,Whitefield,1570.0,3.0,88.0,3
7416,Whitefield,1216.0,2.0,84.03,2
7420,Whitefield,2025.0,4.0,115.0,3
7421,Whitefield,1346.0,2.0,100.0,3
7425,Whitefield,2990.0,3.0,198.0,4
7428,Whitefield,1720.0,3.0,98.97,3
7429,Whitefield,1600.0,3.0,95.0,3
7430,Whitefield,1655.0,3.0,108.0,3
7431,Whitefield,1740.0,3.0,95.0,3
7433,Whitefield,1350.0,2.0,88.0,2
7435,Whitefield,1216.0,2.0,80.0,2
7436,Whitefield,2900.0,4.0,225.0,4
7437,Whitefield,1340.0,2.0,101.0,2
7439,Whitefield,1500.0,3.0,78.57,3
7440,Whitefield,1626.0,3.0,85.0,3
7444,Whitefield,1270.0,2.0,65.0,3
7445,Whitefield,3117.0,3.0,261.0,3
7448,Whitefield,3150.0,3.0,290.0,3
7450,Whitefield,2956.0,5.0,234.0,4
7454,Whitefield,2247.0,3.0,145.0,3
7455,Whitefield,3940.0,5.0,265.0,4
7459,Whitefield,1180.0,2.0,77.0,2
7460,Whitefield,2140.0,3.0,139.0,3
7461,Whitefield,1314.0,2.0,84.0,2
7468,Whitefield,1431.0,3.0,85.0,3
7469,Whitefield,524.0,1.0,29.0,1
7470,Whitefield,2830.0,4.0,161.0,4
7471,Whitefield,2135.0,3.0,149.0,4
7473,Whitefield,3075.0,2.0,188.0,4
7474,Whitefield,1760.0,3.0,160.0,3
7475,Whitefield,1655.0,3.0,110.0,3
7476,Whitefield,840.0,1.0,57.0,1
7477,Whitefield,1725.0,3.0,106.0,3
7480,Whitefield,516.0,1.0,39.0,1
7482,Whitefield,6000.0,4.0,410.0,4
7483,Whitefield,1639.0,3.0,107.0,3
7484,Whitefield,1820.0,3.0,113.0,3
7486,Whitefield,3565.0,4.0,218.0,4
7487,Whitefield,3410.0,5.0,253.0,4
7490,Whitefield,4500.0,4.0,330.0,4
7491,Whitefield,1250.0,2.0,85.0,2
7494,Whitefield,1820.0,3.0,140.0,3
7495,Whitefield,3453.0,4.0,247.0,4
7500,Whitefield,2280.0,4.0,125.0,3
7501,Whitefield,2882.0,5.0,200.0,4
7507,Whitefield,1270.0,2.0,94.0,2
7508,Whitefield,1220.0,2.0,89.0,2
7511,Whitefield,3758.0,3.0,300.0,3
7518,Whitefield,5400.0,5.0,475.0,4
7519,Whitefield,1396.0,3.0,74.0,3
7527,Whitefield,1615.0,3.0,96.9,3
7536,Whitefield,1216.0,2.0,75.0,2
7538,Whitefield,2321.0,4.0,157.0,3
7539,Whitefield,1224.0,2.0,75.0,2
7540,Whitefield,1655.0,3.0,113.0,3
7542,Whitefield,4144.0,5.0,331.0,5
7545,Whitefield,1200.0,3.0,67.75,3
7546,Whitefield,2444.0,4.0,145.0,4
7547,Whitefield,1270.0,2.0,110.0,2
7548,Whitefield,1660.0,3.0,110.0,3
7549,Whitefield,1270.0,2.0,105.0,2
7551,Whitefield,1173.0,2.0,78.2,2
7552,Whitefield,1362.0,2.0,85.0,2
7553,Whitefield,1457.0,2.0,105.0,3
7554,Whitefield,1720.0,3.0,128.0,3
7558,Whitefield,1564.0,3.0,103.0,3
7562,Whitefield,1639.0,3.0,107.0,3
7563,Whitefield,1760.0,3.0,139.0,3
7564,Whitefield,613.0,1.0,48.0,1
7565,Whitefield,1730.0,3.0,125.0,3
7567,Whitefield,877.0,1.0,59.0,1
7570,Yelachenahalli,1464.0,2.0,105.0,3
7571,Yelachenahalli,2400.0,1.0,150.0,2
7572,Yelachenahalli,1700.0,3.0,130.0,3
7573,Yelachenahalli,1080.0,2.0,55.0,2
7574,Yelachenahalli,1400.0,2.0,78.0,2
7575,Yelachenahalli,1330.0,3.0,73.5,3
7576,Yelachenahalli,800.0,1.0,30.0,2
7577,Yelachenahalli,1100.0,2.0,60.0,2
7578,Yelachenahalli,1365.0,2.0,72.0,3
7579,Yelachenahalli,1103.0,2.0,55.0,2
7580,Yelachenahalli,1000.0,2.0,50.0,2
7582,Yelahanka,1326.0,2.0,78.0,2
7588,Yelahanka,1705.0,3.0,95.0,3
7589,Yelahanka,1234.0,2.0,80.0,2
7590,Yelahanka,1315.0,2.0,85.0,2
7591,Yelahanka,1170.0,2.0,62.5,2
7592,Yelahanka,697.0,1.0,45.0,1
7594,Yelahanka,2195.0,4.0,127.0,3
7596,Yelahanka,1614.0,3.0,95.0,3
7598,Yelahanka,628.0,1.0,24.0,1
7601,Yelahanka,654.0,1.0,38.4,1
7608,Yelahanka,1825.0,3.0,105.0,3
7609,Yelahanka,1603.0,3.0,96.0,3
7610,Yelahanka,1304.0,2.0,79.0,2
7616,Yelahanka,1517.0,3.0,76.3,3
7619,Yelahanka,1327.0,2.0,85.0,2
7622,Yelahanka,1566.0,3.0,97.0,3
7624,Yelahanka,1270.0,2.0,78.0,2
7625,Yelahanka,1400.0,2.0,80.54,3
7627,Yelahanka,1322.0,2.0,86.0,2
7628,Yelahanka,1100.0,2.0,70.0,2
7629,Yelahanka,1200.0,2.0,70.0,2
7632,Yelahanka,2675.0,4.0,140.0,4
7634,Yelahanka,654.0,1.0,37.0,1
7635,Yelahanka,1465.0,3.0,80.01,3
7644,Yelahanka,2145.0,3.0,125.0,3
7646,Yelahanka,1322.0,2.0,75.0,2
7648,Yelahanka,602.0,1.0,26.0,1
7649,Yelahanka,1100.0,2.0,60.0,2
7650,Yelahanka,1614.0,2.0,100.0,3
7651,Yelahanka,1890.0,3.0,108.0,3
7652,Yelahanka,1556.0,3.0,86.0,3
7653,Yelahanka,1610.0,4.0,85.0,3
7659,Yelahanka,1859.0,3.0,108.0,3
7661,Yelahanka,1322.0,2.0,80.0,2
7664,Yelahanka,2600.0,4.0,175.0,4
7665,Yelahanka,1305.0,2.0,78.0,2
7667,Yelahanka,1711.0,3.0,85.61,3
7668,Yelahanka,1315.0,2.0,75.0,2
7669,Yelahanka,3600.0,6.0,200.0,6
7671,Yelahanka,1614.0,3.0,95.0,3
7672,Yelahanka,1650.0,3.0,105.0,3
7677,Yelahanka,3990.0,4.0,260.0,4
7678,Yelahanka,1620.0,3.0,90.0,3
7679,Yelahanka,654.0,1.0,36.25,1
7680,Yelahanka,1614.0,3.0,93.0,3
7681,Yelahanka,694.0,1.0,30.84,1
7682,Yelahanka,1115.0,2.0,60.0,2
7683,Yelahanka,2317.0,4.0,140.0,3
7684,Yelahanka,1653.0,3.0,93.0,3
7685,Yelahanka,654.0,1.0,38.0,1
7687,Yelahanka,1445.0,2.0,82.0,2
7689,Yelahanka,602.0,1.0,38.0,1
7690,Yelahanka,697.0,1.0,35.0,1
7692,Yelahanka,682.0,1.0,36.23,1
7694,Yelahanka,1560.0,2.0,98.0,3
7695,Yelahanka,1780.0,3.0,107.0,3
7696,Yelahanka,1342.0,2.0,75.0,3
7697,Yelahanka,1823.0,3.0,103.0,3
7698,Yelahanka,1792.0,3.0,104.0,3
7699,Yelahanka,1304.0,2.0,69.97,2
7702,Yelahanka,1300.0,2.0,69.23,2
7703,Yelahanka,1705.0,3.0,91.0,3
7705,Yelahanka,1835.0,3.0,108.0,3
7706,Yelahanka,1847.0,3.0,92.0,3
7708,Yelahanka,1890.0,3.0,109.0,3
7709,Yelahanka,700.0,1.0,38.0,1
7710,Yelahanka,1491.0,3.0,85.0,3
7711,Yelahanka,2088.0,5.0,110.0,4
7714,Yelahanka,3019.0,6.0,190.0,4
7716,Yelahanka,1600.0,3.0,100.0,3
7720,Yelahanka,1705.0,3.0,85.0,3
7721,Yelahanka,1350.0,2.0,85.0,3
7722,Yelahanka,1633.0,3.0,110.0,3
7723,Yelahanka,1355.0,2.0,75.0,3
7728,Yelahanka,1175.0,2.0,67.77,2
7729,Yelahanka,1322.0,2.0,77.9,2
7730,Yelahanka,602.0,1.0,33.0,1
7731,Yelahanka,1315.0,2.0,77.0,2
7734,Yelahanka,567.0,1.0,25.0,1
7736,Yelahanka,602.0,2.0,30.0,1
7738,Yelahanka,1234.0,2.0,80.0,2
7741,Yelahanka,1267.0,3.0,78.0,2
7742,Yelahanka,1360.0,2.0,78.19,2
7744,Yelahanka New Town,650.0,1.0,33.0,1
7745,Yelahanka New Town,500.0,1.0,20.0,1
7746,Yelahanka New Town,440.0,1.0,16.5,1
7747,Yelahanka New Town,1610.0,3.0,92.0,3
7748,Yelahanka New Town,1700.0,3.0,90.0,3
7749,Yelahanka New Town,650.0,1.0,20.0,1
7750,Yelahanka New Town,350.0,1.0,13.5,1
7752,Yelahanka New Town,1385.0,2.0,65.0,2
7753,Yelahanka New Town,500.0,2.0,24.0,1
7754,Yelahanka New Town,650.0,1.0,17.0,1
7755,Yelahanka New Town,450.0,1.0,16.0,1
7757,Yelahanka New Town,960.0,2.0,50.0,2
7759,Yelahanka New Town,1209.0,2.0,65.0,3
7760,Yelahanka New Town,1400.0,2.0,80.0,3
7761,Yelahanka New Town,450.0,1.0,15.0,1
7762,Yelahanka New Town,500.0,1.0,18.0,1
7763,Yelahanka New Town,1420.0,2.0,75.0,3
7765,Yelahanka New Town,2200.0,2.0,180.0,2
7766,Yelahanka New Town,488.0,1.0,20.0,1
7767,Yelahanka New Town,1100.0,2.0,58.0,2
7770,Yelahanka New Town,1000.0,2.0,44.0,2
7771,Yelahanka New Town,650.0,1.0,18.0,1
7773,Yelahanka New Town,1740.0,3.0,150.0,3
7774,Yelahanka New Town,1290.0,2.0,70.0,2
7776,Yelenahalli,1240.0,2.0,47.12,2
7777,Yelenahalli,1200.0,2.0,46.17,2
7779,Yelenahalli,1260.0,2.0,47.88,2
7781,Yelenahalli,1175.0,2.0,50.0,2
7782,Yelenahalli,1650.0,3.0,68.0,3
7783,Yelenahalli,1200.0,2.0,45.6,2
7784,Yelenahalli,1200.0,2.0,46.17,2
7785,Yelenahalli,1160.0,2.0,44.08,2
7787,Yeshwanthpur,1693.0,3.0,108.0,3
7788,Yeshwanthpur,667.0,1.0,36.85,1
7789,Yeshwanthpur,1950.0,4.0,130.0,4
7791,Yeshwanthpur,665.0,1.0,36.85,1
7795,Yeshwanthpur,671.0,1.0,36.85,1
7796,Yeshwanthpur,1852.0,3.0,160.0,3
7797,Yeshwanthpur,668.0,1.0,36.85,1
7798,Yeshwanthpur,1185.0,2.0,75.84,2
7799,Yeshwanthpur,1195.0,2.0,100.0,2
7800,Yeshwanthpur,1313.0,3.0,96.0,3
7801,Yeshwanthpur,1400.0,2.0,100.0,2
7804,Yeshwanthpur,673.0,1.0,36.85,1
7808,Yeshwanthpur,669.0,1.0,36.85,1
7810,Yeshwanthpur,3027.0,4.0,260.0,3
7813,Yeshwanthpur,670.0,1.0,36.85,1
7816,Yeshwanthpur,1240.0,2.0,80.0,2
7817,Yeshwanthpur,1713.0,3.0,110.0,3
7818,Yeshwanthpur,1144.0,2.0,67.0,2
7819,Yeshwanthpur,1541.0,2.0,130.0,2
7821,Yeshwanthpur,1362.0,2.0,100.0,2
7822,Yeshwanthpur,666.0,1.0,36.8,1
7823,Yeshwanthpur,1855.0,3.0,140.0,3
7825,Yeshwanthpur,1165.0,2.0,85.0,2
7828,Yeshwanthpur,1825.0,3.0,145.0,3
7830,Yeshwanthpur,994.0,2.0,54.67,1
7831,Yeshwanthpur,650.0,1.0,40.0,1
7832,Yeshwanthpur,1855.0,3.0,140.0,3
7833,Yeshwanthpur,1500.0,3.0,100.0,3
7838,Yeshwanthpur,674.0,1.0,36.85,1
7840,Yeshwanthpur,672.0,1.0,36.85,1
7843,Yeshwanthpur,1195.0,2.0,100.0,2
7844,Yeshwanthpur,1692.0,3.0,108.0,3
7846,Yeshwanthpur,2500.0,5.0,185.0,6
7851,Yeshwanthpur,1855.0,3.0,135.0,3
7852,Yeshwanthpur,1876.0,3.0,160.0,3
7854,other,2770.0,4.0,290.0,3
7857,other,600.0,1.0,38.0,1
7860,other,1500.0,2.0,185.0,2
7861,other,840.0,2.0,45.0,2
7862,other,4395.0,3.0,240.0,3
7863,other,845.0,2.0,55.0,2
7864,other,2511.0,3.0,205.0,3
7865,other,1660.0,2.0,105.0,3
7867,other,1200.0,2.0,65.0,2
7868,other,1200.0,3.0,90.0,3
7872,other,782.0,2.0,55.68,2
7873,other,1800.0,3.0,120.0,3
7874,other,1413.0,2.0,75.0,3
7875,other,945.0,2.0,54.0,2
7876,other,1870.0,3.0,110.0,3
7877,other,1260.0,2.0,85.05,3
7879,other,2795.0,4.0,235.0,3
7881,other,1904.0,3.0,150.0,3
7882,other,2000.0,3.0,175.0,3
7885,other,1500.0,3.0,100.0,3
7887,other,1783.0,3.0,115.0,3
7888,other,912.0,2.0,70.0,3
7891,other,1580.0,3.0,100.0,3
7892,other,1415.0,3.0,78.0,3
7894,other,2405.0,4.0,260.0,3
7895,other,1500.0,2.0,115.0,2
7900,other,1060.0,2.0,60.0,2
7901,other,2600.0,8.0,180.0,8
7903,other,1285.0,2.0,72.5,2
7904,other,4050.0,3.0,280.0,3
7907,other,1280.0,2.0,69.0,2
7908,other,3045.0,3.0,170.0,3
7911,other,900.0,2.0,110.0,2
7916,other,1560.0,3.0,115.0,3
7919,other,1200.0,4.0,165.0,4
7921,other,1645.0,3.0,95.0,3
7922,other,1200.0,2.0,79.0,2
7924,other,1350.0,2.0,140.0,3
7925,other,1800.0,3.0,150.0,3
7927,other,1762.0,3.0,125.0,3
7929,other,1200.0,3.0,90.0,3
7930,other,2023.71,3.0,275.0,3
7936,other,2150.0,4.0,240.0,3
7939,other,3309.0,4.0,325.0,4
7940,other,5000.0,9.0,360.0,11
7942,other,1150.0,2.0,126.0,2
7945,other,1200.0,2.0,74.0,2
7948,other,1753.0,3.0,120.0,3
7950,other,720.0,2.0,45.0,2
7953,other,1200.0,3.0,165.0,4
7954,other,700.0,1.0,41.0,1
7956,other,1595.0,3.0,115.0,3
7957,other,1353.0,2.0,110.0,2
7958,other,1200.0,2.0,85.0,1
7961,other,1325.0,2.0,90.0,3
7964,other,1056.0,2.0,80.0,2
7967,other,1544.0,3.0,120.0,3
7968,other,1200.0,2.0,65.0,2
7969,other,540.0,1.0,36.0,1
7970,other,1578.0,3.0,180.0,3
7972,other,1600.0,2.0,115.0,2
7973,other,416.0,1.0,18.5,1
7976,other,834.0,1.0,60.0,1
7977,other,1125.0,4.0,70.0,3
7978,other,3000.0,5.0,260.0,4
7979,other,2160.0,5.0,250.0,6
7981,other,469.0,1.0,25.0,1
7986,other,1630.0,2.0,200.0,2
7988,other,1200.0,2.0,70.0,3
7989,other,1350.0,3.0,77.0,3
7990,other,1180.0,2.0,78.34,3
7991,other,1355.0,2.0,115.0,2
7992,other,600.0,1.0,50.0,1
7993,other,1875.0,3.0,165.0,3
7994,other,600.0,2.0,55.0,2
7997,other,1750.0,3.0,120.0,3
8000,other,1092.0,2.0,98.5,3
8003,other,1855.0,3.0,225.0,3
8007,other,425.0,1.0,20.03,1
8009,other,600.0,1.0,60.0,1
8010,other,1468.0,2.0,140.0,2
8011,other,4300.0,5.0,550.0,4
8013,other,775.0,2.0,55.0,2
8016,other,1352.0,3.0,135.0,3
8018,other,1200.0,3.0,95.0,4
8019,other,1976.0,3.0,184.0,3
8020,other,5500.0,4.0,600.0,4
8021,other,1200.0,3.0,95.0,3
8024,other,1180.0,2.0,69.0,2
8025,other,686.0,1.0,17.0,1
8027,other,1500.0,4.0,180.0,4
8029,other,1282.0,2.0,87.0,2
8031,other,1500.0,2.0,95.0,3
8032,other,1300.0,1.0,115.0,2
8033,other,530.0,1.0,20.0,1
8034,other,1350.0,2.0,80.0,2
8036,other,2400.0,6.0,125.0,8
8038,other,1141.0,2.0,62.0,2
8041,other,950.0,1.0,40.0,1
8048,other,1480.0,3.0,90.0,3
8049,other,1600.0,3.0,90.0,3
8050,other,1200.0,4.0,135.0,4
8052,other,1500.0,3.0,115.0,3
8053,other,1824.0,3.0,125.0,3
8054,other,750.0,1.0,56.25,1
8061,other,6000.0,5.0,400.0,4
8062,other,2400.0,3.0,170.0,3
8064,other,1500.0,2.0,98.0,3
8065,other,3095.0,3.0,350.0,3
8067,other,1200.0,1.0,28.0,1
8068,other,1500.0,3.0,100.0,3
8070,other,1560.0,5.0,145.0,5
8072,other,1560.0,3.0,188.0,3
8075,other,485.0,1.0,15.0,1
8081,other,1200.0,3.0,130.0,3
8082,other,1050.0,2.0,67.0,2
8083,other,1596.0,3.0,105.0,3
8087,other,1200.0,3.0,85.0,3
8088,other,1132.0,2.0,67.0,2
8090,other,1515.0,3.0,88.0,3
